text_id	text	rank	anger_masked	boredom_masked	disgust_masked	fear_masked	guilt_shame_masked	joy_masked	pride_masked	relief_masked	sadness_masked	surprise_masked	trust_masked	disgust_unmasked	trust_unmasked	pride_unmasked	relief_unmasked	boredom_unmasked	fear_unmasked	surprise_unmasked	guilt_shame_unmasked	joy_unmasked	sadness_unmasked	anger_unmasked	storytelling_mixed_domain	storytelling_one_domain	global_abs_hedge	final_hedge	avg_hedge	first_abs_hedge	first_hedge	final_abs_hedge
26	We should adopt vegetarianism. A Netflix documentary, What The Health, went even so far as to claim that eating one egg was as bad as smoking five cigarettes a day.	0.222222222	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0.0	0.1	1	0.2	0
27	Social media brings more harm than good. A UK study found that 41% of children who spend over three hours on social media on a school day reportedly suffer from mental health difficulties compared with 21% who spend no time on the sites.	0.545454545	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.0256410256410256	0.0128205128205128	0	0.0	1
28	We should ban fossil fuels. A ban on fossil fuels creates an impetus for research into alternative energy sources that isn't happening right now because the presence of fossil fuels makes investing in green energy risky.	1.0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.0	0.0833333333333333	1	0.1666666666666666	0
29	We should ban fossil fuels. A ban on fossil fuels demonstrates a commitment to energy alternatives and the environment that will signal to individual citizens they should also start caring.	0.833333333	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	2	0.0384615384615384	0.1025641025641025	1	0.1666666666666666	1
30	We should not ban fossil fuels. A ban on fossil fuels would lead to clandestine organizations taking over this sector.	0.428571429	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0.0666666666666666	0.1047619047619047	1	0.1428571428571428	1
31	We should ban fossil fuels. A ban on fossil fuels would push people to drive less and carpool more often, this would decrease traffic which would be good for the environment and productivity.	0.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0.1333333333333333	0.15	1	0.1666666666666666	4
32	We should allow the sale of violent video games to minors. A ban would just make it more attractive to minors. Better to add a warning or advice for viewing the violence.	0.454545455	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0.0	0.058080808080808	1	0.0833333333333333	0
33	We should abandon vegetarianism. A black market created by enforced vegetarianism would make it easier for more dangerous black markets, such as the drug and weapons markets, to find social acceptance and hide among less heinous markets.	0.285714286	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0.0277777777777777	0.1138888888888889	1	0.2	1
34	We should ban doping in sport. A black market for these drugs will be more wide spread' because their will be more research and development of the drugs.	0.0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0.0	0.0714285714285714	1	0.1428571428571428	0
35	Gambling should be banned. A con to gambling is that it can be addictive	0.363636364	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0.1	0.15	1	0.2	1
36	We should abandon cryptocurrency. A currency that exists independent of the state means that government volatility and abuse are less likely to lead to a seizing of individual assets.	0.7142857140000001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0.0384615384615384	0.1192307692307692	1	0.2	1
37	Gambling should be banned. A fool and his money are soon parted. The lottery should be banned?	0.5	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	2	0.1666666666666666	0.1222222222222222	1	0.2	1
38	Gambling should not be banned. A free people have free will. A free will as long as it does not infringe on the rights of others. To Gamble should be legal as long as it does not effect others rights.	0.3	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0.0666666666666666	0.0583333333333333	1	0.1666666666666666	1
39	Gambling should be banned. A gambler who is on a losing streak is likely to develop dependency on gambling because he must play another round so he can win his money back, clouding his judgment and free choice	0.454545455	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0.0571428571428571	0.1285714285714286	1	0.2	2
40	Social media brings more good than harm. A good platform for a common man to reach to their leaders to raise voice for noble cause. Which was near to impossible in past. It should be tied to policy and guidelines to avoid misuse.	0.363636364	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.0833333333333333	0.0208333333333333	0	0.0	1
41	Flu vaccination should be mandatory. A government mandate on flu vaccines will standardize vaccine policy across the nation where there is currently variability depending on the state that prevents people from being able to predict what they should be doing.	0.428571429	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0.0277777777777777	0.0972222222222222	1	0.1666666666666666	1
42	Gambling should not be banned. A government shouldn't interfere with how citizens spend their money	0.615384615	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	2	0.0909090909090909	0.1287878787878787	1	0.1666666666666666	1
43	We should promote autonomous cars. A large part of the inefficiencies of vehicles is due to air resistance, a convoy of autonomous cars or trucks can drive closer and be much more efficient.	0.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0.0333333333333333	0.0999999999999999	1	0.1666666666666666	1
44	We should legalize doping in sport. A lot of activities are far more dangerous than performance enhancing drugs and we don't ban those things, like bungee jumping or riding motorcycles.	0.272727273	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0.0	0.0714285714285714	1	0.1428571428571428	0
45	We should support information privacy laws. A lot of information is requested by many companies for personal information when you subscribe to them, this needs to be controlled	0.7	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0.0	0.0714285714285714	1	0.1428571428571428	0
46	We should not ban fossil fuels. A lot of jobs would be taken away because a lot of factories depend on it.	0.666666667	1	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	2	0.0588235294117647	0.1008403361344537	1	0.1428571428571428	1
47	We should abandon vegetarianism. A lot of rights that apply to humans are not applied to animals (example, the right to vote); therefore the rights of humans to choose is more important than the rights of animals to live.	0.363636364	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0.0	0.1	1	0.2	0
48	Social media brings more good than harm. A low bar of entry makes it easy to share information to a large group of audience.	0.333333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0	0.0	0
49	Flu vaccination should be mandatory. A mandatory flu vaccination creates a positive habit in people regarding vaccinations and regular medical treatments in general.	0.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0.0526315789473684	0.1096491228070175	1	0.1666666666666666	1
50	We should allow the sale of violent video games to minors. A peer-reviewed study published in the Journal of Adolescent Health found that children, especially boys, play video games as a means of managing their emotions.	0.5	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0.0333333333333333	0.0583333333333333	1	0.0833333333333333	1
51	Social media brings more good than harm. A person can learn to critically analyze the content and motivations from a safe place without having to actively participate.	0.357142857	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.0476190476190476	0.0238095238095238	0	0.0	1
52	Gambling should not be banned. A person who wins while gambling can have very large financial benefits that can change their life for the better.	0.25	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0.0952380952380952	0.1309523809523809	1	0.1666666666666666	2
54	We should ban doping in sport. A race to the bottom which leaves 2 tough options - leaving sport or personal risk	0.571428571	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0.0	0.0714285714285714	1	0.1428571428571428	0
56	Gambling should not be banned. A solution is to develop a form of gambling entertainment that limits financial and emotional risk.	0.166666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.0	0.0833333333333333	1	0.1666666666666666	0
57	We should allow the sale of violent video games to minors. A study of the countries representing the 10 largest video game markets internationally found no correlation between playing video games and gun-related killings.	0.636363636	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0.0	0.0416666666666666	1	0.0833333333333333	0
58	"Social media brings more harm than good. A study published in the journal Science found that lies spread six times faster than the truth on Twitter, and ""fake news"" is retweeted more often than true news."	0.7142857140000001	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	2	0.0606060606060606	0.0303030303030303	0	0.0	2
59	Social media brings more harm than good. A superficial news source which keeps people less informed and more biased to the if own echo chambers	0.222222222	1	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0.0	0.0	0	0.0	0
60	Flu vaccination should not be mandatory. A vaccine is an actual disease. As an old person I can actually get sick because of that. I prefer to take a coat when i go woutsid then put a disease into my body	0.166666667	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	2	0.0	0.0549450549450549	1	0.1428571428571428	0
61	We should adopt vegetarianism. A vegetarian diet encourages people to try a more diverse range of international cuisines, leading to both a more sophisticated experience of world cultures and a more pleasurable eating experience.	0.5555555560000001	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.0	0.1	1	0.2	0
62	We should adopt vegetarianism. A vegetarian diet is not only good for ones personal health, its also good for the economy. For example, last year in the United States, just five diet-related chronic diseases cost a staggering 1.2 trillion dollars	0.8	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0.0	0.0666666666666666	1	0.2	0
63	We should abandon vegetarianism. A widespread shift to vegetarianism would have a massively negative impact on meat production, which is a large sector of the global economy.	0.8888888890000001	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	2	0.04	0.12	1	0.2	1
64	Social media brings more good than harm. A world without social media is simply unrealistic, so why not enjoy the advantages of it?	0.454545455	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0	0.0	0
65	We should promote autonomous cars. AI is cleverer than human beings. AI can do better what people can do.	0.25	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	3	0.2222222222222222	0.1296296296296296	1	0.1666666666666666	2
66	We should promote autonomous cars. AI is more consistent when it comes to doing repetive jobs.	0.230769231	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0.0	0.0833333333333333	1	0.1666666666666666	0
67	We should limit autonomous cars. AI is not mature enough to produce autonomous vehicles able to justify all their actions and decisions.	0.75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.0	0.0833333333333333	1	0.1666666666666666	0
68	"We should limit autonomous cars. AI should augment the driver not replace her/him. When decisions are left totally in the ""hands"" of artificial intelligence we relinquish our own well-honed insight."	0.75	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0.0	0.0858585858585858	1	0.1666666666666666	0
69	Gambling should not be banned. Able individuals should be allowed to make their own choices. There is no government or other institution better placed to evaluate the pros and cons of a decision than the affected individual.	0.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0.0	0.0858585858585858	1	0.1666666666666666	0
70	We should support information privacy laws. Absolutely!! That is the only way to regulate and bring sanity to the massive information overload that we live in today	0.461538462	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.0	0.0476190476190476	1	0.1428571428571428	0
71	We should ban fossil fuels. Absolutely, the quicker the better. In the meantime, we could supplement gas with hemp oil now that it's legal. The damage it does is not worth the money, no matter how much.	0.545454545	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0.0	0.0563725490196078	1	0.1666666666666666	0
72	We should support information privacy laws. Absolutely. It is critical that privacy is taken seriously and should not be monetized without consent and without making the individual aware on how the information could be used.	0.636363636	1	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	3	0.0689655172413793	0.070607553366174	1	0.1428571428571428	2
73	We should support information privacy laws. Absolutely. Specially in country like India where our Mobile Phone number been sold to all possible ad agencies without our persmission and we get disturbing and time wasting calls all the time.	0.357142857	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	2	0.03125	0.0580357142857142	1	0.1428571428571428	1
74	We should allow the sale of violent video games to minors. Absolutely not But mature games should be rated and parental discretion advised Labeling required.	0.333333333	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0.0666666666666666	0.075	1	0.0833333333333333	1
75	Online shopping brings more good than harm. Access to online shopping doesn't necessarily mean I will buy things online. Sometimes I just browse what's available online, but still go into the store to actually make my purchase.	0.5555555560000001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0.0	0.0238095238095238	0	0.0	0
76	We should not ban fossil fuels. Access to technologies that rely on renewables (like electric cars) is limited to the wealthy, and so this will mostly harm poorer people who have no other choice besides relying on fossil fuels	0.7692307690000001	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0.0	0.0714285714285714	1	0.1428571428571428	0
78	We should adopt vegetarianism. According to a report published in the Proceedings of National Academy of Sciences (PNAS) journal, if everyone went vegan, the world's food-related emissions would drop by 70% by 2050.	1.0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0.0263157894736842	0.1131578947368421	1	0.2	1
79	Flu vaccination should be mandatory. According to the BMJ, Flu vaccines are estimated to prevent thousands of admissions and millions of illnesses annually with current usage.	0.75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0.0434782608695652	0.1050724637681159	1	0.1666666666666666	1
80	We should promote autonomous cars. According to the United States Department of Transportation, a human life is worth $9.2 million when insurance and healthcare costs are considered. Driverless cars would reduce vehicular deaths and bring these totals down.	0.642857143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0.0833333333333333	0.0833333333333333	1	0.1666666666666666	1
81	Gambling should not be banned. Actions that does not harm innocent third parties should not be restricted or regulated	0.416666667	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	2	0.0714285714285714	0.119047619047619	1	0.1666666666666666	1
82	We should support information privacy laws. Activity performed under a person's account is not necessarily that of that person's; without privacy, these actions may be erroneously tied to someone and affect how that are treated by organizations privy to the information.	0.5	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	3	0.0512820512820512	0.097069597069597	1	0.1428571428571428	2
83	"Social media brings more good than harm. Actually, It is about the ""content"" in the social media. As long as the social media serves as a good platform that accepts only good content then it its good."	0.363636364	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.0	0.0238095238095238	0	0.0	0
84	We should not ban fossil fuels. Actually servers and server farms represent 5% of the energy useage in the US. Should we ban those, too? Bye bye Internet.	0.0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0.0	0.0714285714285714	1	0.1428571428571428	0
85	Gambling should not be banned. Addicting activities and substances have been a proven to be a reliable source of tax revenues and jobs.	0.333333333	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0.0	0.0833333333333333	1	0.1666666666666666	0
86	Gambling should be banned. Addiction to gambling can lead to bankruptcy, families to split or criminal behaviour at times of desperation.	0.909090909	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	2	0.0526315789473684	0.1263157894736842	1	0.2	1
87	Social media brings more harm than good. Addiction to social media can lead to severe psychological and social repercussions.	0.9375	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.0769230769230769	0.0384615384615384	0	0.0	1
88	Online shopping brings more harm than good. Addictive and causes people to lose a lot of money by buying non stop	0.375	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0.0	0.0	0	0.0	0
89	We should abandon vegetarianism. Adopting vegetarianism will lead to millions of workers losing their jobs in the livestock industry around the globe.	0.571428571	0	0	1	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	2	0.0526315789473684	0.1263157894736842	1	0.2	1
90	We should limit autonomous cars. Adoption of autonomous vehicles will not necessarily relieve traffic congestion or pollution.	0.363636364	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0.0769230769230769	0.1217948717948717	1	0.1666666666666666	1
91	Gambling should not be banned. Adults should have the freedom to gamble if they enjoy themselves. It's a source of fun and enjoyment for people.	0.916666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0.0	0.0833333333333333	1	0.1666666666666666	0
92	Social media brings more harm than good. Advantage is taken by people who would like to influence crowd mentality for malicious motives.	0.666666667	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0.0625	0.03125	0	0.0	1
93	Flu vaccination should not be mandatory. Adverse reactions to the vaccine in the elderly can cause life threatening conditions.	0.222222222	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0.0714285714285714	0.1071428571428571	1	0.1428571428571428	1
94	Flu vaccination should be mandatory. Adverse reactions to vaccines are extremely rare, with the most common (anaphylaxis) occurring in one per several hundred thousand to one per one million vaccinations.	0.583333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.0	0.0833333333333333	1	0.1666666666666666	0
95	Social media brings more harm than good. Advertising practices of social media sites may create an invasion of privacy.	0.666666667	1	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0.0769230769230769	0.0384615384615384	0	0.0	1
96	Social media brings more good than harm. After George Middle School in Portland, Oregon, introduced a social media program to engage students, grades went up by 50%, chronic absenteeism went down by 33%, and 20% of students school-wide voluntarily completed extra-credit assignments.	1.0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0.0	0.0	0	0.0	0
97	Gambling should not be banned. Against the backdrop of failed prohibition-era policies throughout history, why would we ban gambling? It generates revenue, jobs, and drives economic growth. Better to legitimize the market and control the activity.	0.636363636	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0.0	0.0555555555555555	1	0.1666666666666666	0
98	Social media brings more harm than good. Against this group of people who misrepresent and misbehave online is a group of people who have finally found individuals with similar mindsets.	0.4	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0.0	0.0	0	0.0	0
99	We should allow the sale of violent video games to minors. Age is an arbitrary line to draw, and does not directly correlate to someone's intelligence, maturity, or ability to handle adult these, and thus age should not be used as the basis for a ban.	0.454545455	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0.024390243902439	0.0538617886178861	1	0.0833333333333333	1
100	Flu vaccination should be mandatory. Aggregate benefits of vaccination always outweigh negative individual results.	0.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.0	0.0833333333333333	1	0.1666666666666666	0
101	Social media brings more harm than good. Agreed!! Especially during election season. By not having the human connection, civility, tone and intent are lost. There are more personal attacks.News items need to be vetted and researched very thoroughly.	0.375	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0	0.0	0
102	Gambling should be banned. Agreed. There are too many people addicted to gambling and creating a financial hardship for their families and themselves. Games of chance are not a good overall life strategy.	0.6	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0.0909090909090909	0.0727272727272727	1	0.2	1
103	We should abandon vegetarianism. Agricultural crop fields also kill animals, so vegetarianism doesn't actually save animal life.	0.2666666669999999	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0.0625	0.13125	1	0.2	1
104	We should abandon vegetarianism. Agriculture is based more on human slave labor than the meat industry, therefore by eating meat (and fewer plants) you rely less on slaves and support better working conditions	0.25	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0.0	0.1	1	0.2	0
105	We should ban fossil fuels. Air pollution from fossil fuels creates poor air quality that contributes to asthma and other lung problems.	0.833333333	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0.0	0.0833333333333333	1	0.1666666666666666	0
106	We should support information privacy laws. Albeit hindering the quality and extend of some on line services, privacy laws offer the partial empowerment to the individuals regarding the exploitation of their private life and behavior, which they should ultimately have.	0.666666667	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0.054054054054054	0.0984555984555984	1	0.1428571428571428	2
108	Social media brings more harm than good. All Social medias became more boring and real people from my circles became less active and engaged in it	0.583333333	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0.0	0.0	0	0.0	0
109	We should ban doping in sport. All arguments about efficacy of testing just means that we should implement better testing, not legalize doping entirely.	0.666666667	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	3	0.1	0.1214285714285714	1	0.1428571428571428	2
111	We should support information privacy laws. All personal information should have approval before it is shared.	0.9	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0.0909090909090909	0.1168831168831168	1	0.1428571428571428	1
112	We should support information privacy laws. All private data should be protected from being used for any kind of manipulation.	0.5555555560000001	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3	0.1333333333333333	0.1380952380952381	1	0.1428571428571428	2
